"","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"5255","SOUTHERN - KENT & E. SUSSEX","THAMES TIDEWAY (THAMES SE AREA)","ESTUARY: Lower section of a river between freshwater limit and the sea","THAMES TIDEWAY (THAMES SOUTH-EAST AREA)",159412,1,"TQ",49318,80312,"TQ4931880312",549318,180312,"GB530603911403",0,0.5,8,2,8.7,50,,3,0,97,187,,,,2014-01-01,2013-04-25,2013-10-24,2,FALSE
"5256","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","HORTON BROOK",159446,1,"TQ",1205,80253,"TQ0120580253",501205,180253,"GB106039023040",30,1.6,5.6,1,,,,,,,,,,,,2012-05-18,2013-10-23,4,FALSE
"5257","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","LANCING BROOK",159468,1,"TQ",14908,20457,"TQ1490820457",514908,120457,"GB107041012160",10,1,6.5,1,2,45,12,18,0,70,45,,,,2013-10-01,2013-04-22,2015-09-24,4,FALSE
"5258","SOUTHERN - SOLENT & S. DOWNS","ARUN","RIVER: Natural/semi-natural flowing fresh watercourse","BURPHAM TRIB",159470,1,"TQ",4010,8598,"TQ0401008598",504010,108598,"GB107041011990",2,12,0.5,1,,,,,,,265,,,,2014-01-01,2013-03-05,2013-03-05,1,FALSE
"5259","SOUTHERN - SOLENT & S. DOWNS","ADUR","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR TRIB",159476,1,"TQ",15336,23649,"TQ1533623649",515336,123649,"GB107041012270",20,5,4.8,1,1.4,23,3,17,7,73,43,,,,2013-10-01,2013-05-24,2013-10-09,2,FALSE
"5260","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","NURSLING STREAM",159479,1,"SU",36151,15547,"SU3615115547",436151,115547,"GB107042016800",4,0.6,6.6,1,2,17,11,72,10,7,111.5,,,,2014-01-01,2013-05-16,2013-10-01,2,FALSE
"5261","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",159483,1,"SU",35612,36129,"SU3561236129",435612,136129,"GB107042022670",35,1.4,27.5,6,20,80,5,77,6,12,233.7,,,,2014-10-01,2013-05-02,2014-09-26,4,FALSE
"5262","MIDLANDS - WEST","SEVERN (BELOW TEWKESBURY)","RIVER: Natural/semi-natural flowing fresh watercourse","NORMANS BROOK",159488,1,"SO",87773,21699,"SO8777321699",387773,221699,"GB109054032780",19,2.2,9.1,1,2.7,24,37,25,15,23,238.3,,,,2014-02-06,2013-04-04,2016-09-06,4,FALSE
"5263","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WEY (NORTH)",159652,1,"SU",73021,40057,"SU7302140057",473021,140057,"GB106039017800",,,,,,,,,,,,,,,,2013-09-02,2013-09-02,1,FALSE
"5264","SOUTHERN - KENT & E. SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","HOLMWOOD STREAM",159658,1,"TQ",18770,44910,"TQ1877044910",518770,144910,"GB106039017550",,,,,,,,,,,,,,,,2012-07-27,2012-07-27,1,FALSE
"5265","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","HOLY BROOK",159666,1,"SU",68364,71376,"SU6836471376",468364,171376,"GB106039023141",40,1.3,70,1,10.5,35,10,72,14,4,231,,,,2013-10-01,2013-05-07,2015-05-19,3,FALSE
"5266","ANGLIAN - CENTRAL","OUSE (BEDS)","RIVER: Natural/semi-natural flowing fresh watercourse","RADSTONE BK.",159672,1,"SP",59740,40809,"SP5974040809",459740,240809,"GB105033037940",130,2.5,3.5,1,1.4,10,7,73,5,15,248.8,,,,2014-01-24,2013-04-03,2016-09-12,4,FALSE
"5267","ANGLIAN - CENTRAL","UPPER OUSE","RIVER: Natural/semi-natural flowing fresh watercourse","OUSE (UPPER)",159673,1,"SP",58031,36534,"SP5803136534",458031,236534,"GB105033037950",110,2.5,15,1,3.3,18,5,77,18,0,227.6,,,,2014-01-24,2013-05-13,2016-09-12,4,FALSE
"5268","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","FOUDRY BROOK",159699,1,"SU",69698,65543,"SU6969865543",469698,165543,"GB106039017380",50,2.2,15.5,2,2.4,37,1,54,35,10,143,,,,2013-02-01,2015-05-22,2015-10-09,2,FALSE
"5269","SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","MARDEN MILL STREAM",159712,1,"TQ",73773,43485,"TQ7377343485",573773,143485,"GB106040018310",18,1,4.4,1,2.2,27.5,3,17,0,80,60.5,,,,2010-01-01,2013-03-26,2016-10-05,4,FALSE
"5270","ANGLIAN - NORTHERN","UPPER NENE","RIVER: Natural/semi-natural flowing fresh watercourse","SPRATTON BROOK",159767,1,"SP",69450,71903,"SP6945071903",469450,271903,"GB105032045510",,,,,,,,,,,,,,,,2012-08-13,2012-08-13,1,FALSE
"5271","ANGLIAN - NORTHERN","UPPER NENE","RIVER: Natural/semi-natural flowing fresh watercourse","SPRATTON BROOK",159768,1,"SP",69467,71892,"SP6946771892",469467,271892,"GB105032045510",98,7,6.3,1,3,50,0,30,0,70,83,,,,2014-02-06,2012-08-13,2012-08-13,1,FALSE
"5272","SOUTHERN - KENT & E. SUSSEX","STOUR MARSHES","DYKE: Natural or artificial watercourse primarily used for land drainage","EASTERN MONKTON STREAM",159812,1,"TR",28269,64570,"TR2826964570",628269,164570,"GB107040019620",1,0.1,7.6,2,,,,,,100,338,,,,2010-01-01,2021-11-09,2021-11-09,1,FALSE
"5273","SOUTHERN - KENT & E. SUSSEX","NORTH KENT","SPRING SYSTEM","LOWER HALSTOW STREAM",159817,1,"TQ",85835,66976,"TQ8583566976",585835,166976,"GB106040018220",6,0.3,1.8,,1.4,13.8,20,71,7,2,280,,,,2015-01-01,2013-04-08,2015-10-06,8,FALSE
"5274","THAMES - SOUTH EAST","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE (BEDDINGTON ARM)",159840,1,"TQ",26747,67967,"TQ2674767967",526747,167967,"GB106039023460",,,,,,,,,,,,,,,,2015-04-28,2015-10-14,2,FALSE
"5275","SOUTHERN - KENT & E. SUSSEX","THAMES TIDEWAY (THAMES SE AREA)","DYKE: Natural or artificial watercourse primarily used for land drainage","ALLHALLOWS MARSHES",159847,1,"TQ",81775,74134,"TQ8177574134",581775,174134,"GB106040024120",4,0.5,2.6,1,0.5,5,1,84,0,15,242,,,,2014-02-26,2013-05-13,2013-11-19,2,FALSE
"5276","MIDLANDS - CENTRAL","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",159852,1,"SP",18269,38155,"SP1826938155",418269,238155,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"5277","MIDLANDS - CENTRAL","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",159853,1,"SP",18269,38155,"SP1826938155",418269,238155,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"5278","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159856,1,"TQ",98481,43071,"TQ9848143071",598481,143071,"GB107040019660",42,2,18,2,,,,,,,,,,,,2012-08-20,2013-10-15,3,FALSE
"5279","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","GREAT STOUR",159857,1,"TQ",97244,43505,"TQ9724443505",597244,143505,"GB107040019660",44,,16.3,2,,,,,,,,,,,,2012-08-20,2013-10-15,2,FALSE
"5280","MIDLANDS - CENTRAL","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",160004,1,"SP",18129,38909,"SP1812938909",418129,238909,"GB109054039870",,,,,,,,,,,,,,,,2012-08-09,2012-08-09,1,FALSE
"5281","SOUTH WEST - NORTH WESSEX","BRISTOL AVON","RIVER: Natural/semi-natural flowing fresh watercourse","FOREST BROOK",160041,1,"ST",91864,65386,"ST9186465386",391864,165386,"GB109053021940",40,2.1,5.1,2,1.2,30,10,30,0,60,248.2,,,,2015-01-20,2014-05-14,2014-10-16,2,FALSE
"5282","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",160128,1,"TL",14847,1612,"TL1484701612",514847,201612,"GB106039029920",,,,,,,,,,,,,,,,2012-09-21,2012-09-21,1,FALSE
"5283","THAMES - NORTH EAST","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",160129,1,"TL",14986,3092,"TL1498603092",514986,203092,"GB106039029920",,,,,,,,,,,,,,,,2012-09-21,2012-09-21,1,FALSE
"5284","ANGLIAN - CENTRAL","UPPER OUSE","RIVER: Natural/semi-natural flowing fresh watercourse","STOWE BROOK",160138,1,"SP",66757,35557,"SP6675735557",466757,235557,"GB105033037890",100,3.3,3.1,1,2.4,15,6,71,23,0,241.5,,,,2014-01-27,2013-04-03,2015-10-29,4,FALSE
"5285","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160139,1,"SU",29582,71043,"SU2958271043",429582,171043,"GB106039023172",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"5286","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160140,1,"SU",31820,70127,"SU3182070127",431820,170127,"GB106039023172",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"5287","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160144,1,"SU",30581,70553,"SU3058170553",430581,170553,"GB106039023172",,,,,,,,,,,,,,,,2011-11-23,2017-10-27,13,FALSE
"5288","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160145,1,"SU",29278,71038,"SU2927871038",429278,171038,"GB106039023172",105,1.5,27.78,3,12.4,31,11,67,13,9,250,,,,2018-01-01,2011-11-23,2017-10-27,13,FALSE
"5289","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",160146,1,"SU",28735,71287,"SU2873571287",428735,171287,"GB106039023172",,1.5,21.3,3,12.8,50,9,78,6,7,250,,,,2018-01-01,2012-09-11,2017-10-27,11,FALSE
"5290","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160147,1,"SU",46975,68219,"SU4697568219",446975,168219,"GB106039023220",,,,,,,,,,,,,,,,2011-11-23,2016-10-19,11,FALSE
"5291","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160149,1,"SU",46817,68319,"SU4681768319",446817,168319,"GB106039023220",,,,,,,,,,,,,,,,2011-11-23,2016-10-19,11,FALSE
"5292","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160150,1,"SU",46668,68452,"SU4666868452",446668,168452,"GB106039023220",80,1.5,22.37,1,6.3,56,4,74,12,10,213,,,,2018-01-01,2011-11-23,2017-10-27,13,FALSE
"5293","SOUTHERN - KENT & E. SUSSEX","EAST ROTHER","RIVER: Natural/semi-natural flowing fresh watercourse","KENT ROTHER",160156,1,"TQ",63793,26420,"TQ6379326420",563793,126420,"GB107040013490",35,3,10.5,3,,,,,,,83.6,,,,2021-06-21,2021-03-23,2021-03-23,1,FALSE
"5294","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160161,1,"SU",39945,73793,"SU3994573793",439945,173793,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2018-10-19,15,FALSE
"5295","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160162,1,"SU",40531,73329,"SU4053173329",440531,173329,"GB106039023220",97,2,12.2,1,9.7,54,4,75,10,11,213,,,,2018-01-01,2011-11-21,2018-10-19,15,FALSE
"5296","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160163,1,"SU",40424,73424,"SU4042473424",440424,173424,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2018-10-19,16,FALSE
"5297","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160164,1,"SU",39945,73793,"SU3994573793",439945,173793,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"5298","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160166,1,"SU",39845,73982,"SU3984573982",439845,173982,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"5299","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",160167,1,"SU",39722,73974,"SU3972273974",439722,173974,"GB106039023220",,,,,,,,,,,,,,,,2011-11-21,2014-10-24,7,FALSE
"5300","ANGLIAN - CENTRAL","OUZEL","RIVER: Natural/semi-natural flowing fresh watercourse","LEDBURN BROOK",160169,1,"SP",89625,21647,"SP8962521647",489625,221647,"GB105033030540",90,2,15,1,1.7,16,7,70,5,18,205,,,,2013-02-28,2013-04-09,2013-10-17,2,FALSE
"5301","ANGLIAN - CENTRAL","IVEL","RIVER: Natural/semi-natural flowing fresh watercourse","CHICKSANDS BROOK",160182,1,"TL",12279,39979,"TL1227939979",512279,239979,"GB105033037670",45,5.4,8.3,1,1.7,15,9,81,7,3,170,,,,2013-02-28,2013-04-02,2016-10-10,4,FALSE
"5302","SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LEYBOURNE STREAM",160190,1,"TQ",68606,58386,"TQ6860658386",568606,158386,"GB106040018450",23,5,7,1,1.6,10,6,23,60,11,208,,,,2014-03-05,2012-10-10,2017-09-29,7,FALSE
"5303","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TANNER'S BROOK",160229,1,"SU",39391,15186,"SU3939115186",439391,115186,"GB107042016620",19,3.5,4.7,1,1.8,18,10,45,35,10,72.9,,,,2014-10-01,2013-04-22,2013-09-10,2,FALSE
"5304","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",160230,1,"SU",35093,15629,"SU3509315629",435093,115629,"GB107042016840",5,0.5,52.5,6,15.6,73,4,65,27,4,225.6,,,,2014-10-01,2013-05-22,2019-10-04,7,FALSE
"5305","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","SARRE PENN",160448,1,"TR",16812,62253,"TR1681262253",616812,162253,"GB107040019620",,,,,,,,,,,,,,,,2012-11-08,2012-11-08,1,FALSE
"5306","SOUTHERN - KENT & E. SUSSEX","GREAT STOUR","RIVER: Natural/semi-natural flowing fresh watercourse","SARRE PENN",160449,1,"TR",14347,60520,"TR1434760520",614347,160520,"GB107040019620",,,,,,,,,,,,,,,,2012-11-08,2012-11-08,1,FALSE
"5307","THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SOR BROOK",160453,1,"SP",42356,39299,"SP4235639299",442356,239299,"GB106039037320",104,1.6,12.4,1,2.2,27.3,2,66,7,25,164,,,,2013-10-01,2013-05-13,2015-05-15,3,FALSE
"5308","THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","SARS BROOK",160514,1,"SP",27292,22248,"SP2729222248",427292,222248,"GB106039029980",110,6.1,5.21,1,2.3,14.3,10,70,9,11,202,,,,2013-12-01,2013-05-01,2015-03-24,3,FALSE
"5309","ANGLIAN - EASTERN","CHELMER","RIVER: Natural/semi-natural flowing fresh watercourse","BOREHAM BROOK",160576,1,"TL",76024,9001,"TL7602409001",576024,209001,"GB105037033910",15,5.8,7.2,1,1.3,17,2,12,50,36,260,,,,2014-01-16,2013-04-18,2015-09-17,4,FALSE
"5310","ANGLIAN - EASTERN","CROUCH","RIVER: Natural/semi-natural flowing fresh watercourse","RETTENDON BROOK",160577,1,"TQ",76430,98020,"TQ7643098020",576430,198020,"GB105037028560",20,23,2.4,1,1,9,5,53,10,32,247,,,,2014-01-16,2013-03-26,2016-10-05,4,FALSE
"5311","ANGLIAN - EASTERN","CAN","RIVER: Natural/semi-natural flowing fresh watercourse","CHIGNALL BROOK",160579,1,"TL",68690,7492,"TL6869007492",568690,207492,"GB105037033650",29,6.8,6.5,1,1.8,8,5,77,10,8,245,,,,2014-01-16,2013-04-18,2014-09-16,4,FALSE
"5312","THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","SHUTFORD STREAM",160611,1,"SP",39938,39955,"SP3993839955",439938,239955,"GB106039037300",113,2.7,6.7,1,2.3,25.7,0,0,0,100,154,,,,2013-10-01,2013-05-13,2013-09-12,2,FALSE
"5313","THAMES - WEST","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","TADMARTON STREAM",160612,1,"SP",40656,37302,"SP4065637302",440656,237302,"GB106039037270",108,2.9,7.7,1,3.4,28,70,28,0,2,187,,,,2014-01-01,2013-05-13,2015-05-14,3,FALSE
"5314","ANGLIAN - EASTERN","BLACKWATER ESTUARY","RIVER: Natural/semi-natural flowing fresh watercourse","SPICKETS BROOK",160613,1,"TL",84120,9120,"TL8412009120",584120,209120,"GB105037033670",10,12.4,5.5,1,2,15,8,40,32,20,201,,,,2014-01-28,2013-05-23,2013-09-03,2,FALSE
"5315","THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","WESTCOTE BROOK",160616,1,"SP",25033,22152,"SP2503322152",425033,222152,"GB106039029950",110,2.3,5.41,1,2.2,43,6,15,3,76,193,,,,2013-12-01,2013-05-01,2015-03-10,3,FALSE
"5316","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","ROYAL BROOK",160622,1,"SU",93390,42984,"SU9339042984",493390,142984,"GB106039017760",43,1.5,7.95,1,2.2,23.2,4,58,31,7,113,,,,2013-02-14,2013-03-01,2015-04-22,3,FALSE
"5317","THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (N)",160668,1,"SU",95491,67536,"SU9549167536",495491,167536,"GB106039017040",43,4.5,5.9,2,1.8,20.7,8,64,23,5,107,,,,2013-02-14,2013-05-15,2015-10-23,4,FALSE
"5318","THAMES - SOUTH EAST","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE (ASCOT TO VIRGINIA WATER)",160671,1,"SU",94548,69365,"SU9454869365",494548,169365,"GB106039017050",43,5,4.56,1,2.8,20,0,60,36,4,107,,,,2013-02-14,2013-04-15,2019-09-26,6,FALSE
"5319","THAMES - WEST","CHURN","RIVER: Natural/semi-natural flowing fresh watercourse","DAGLINGWORTH STREAM",160717,1,"SO",99294,5218,"SO9929405218",399294,205218,"GB106039029770",132,6.7,3.8,1,1.7,11.5,10,28,15,47,197,,,,2013-10-01,2013-05-01,2015-05-13,3,FALSE
"5320","THAMES - WEST","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","THORNHILL DITCH",160718,1,"SU",19653,99123,"SU1965399123",419653,199123,"GB106039029760",75,1.3,9.04,1,2.1,23.1,0,67,25,8,254,,,,2013-10-01,2013-05-15,2015-09-30,4,FALSE
"5321","THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","HAMBLE BROOK",160720,1,"SU",78377,86445,"SU7837786445",478377,186445,"GB106039023720",44,7.1,5.95,1,3.2,13,10,78,12,0,221,,,,2013-10-01,2013-05-15,2016-05-04,3,FALSE
"5322","THAMES - WEST","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","ENBORNE",160723,1,"SU",42876,63574,"SU4287663574",442876,163574,"GB106039017280",105,5.3,6.2,2,3.2,30.7,9,81,7,3,68,,,,2013-12-01,2013-04-17,2013-11-12,2,FALSE
"5323","SOUTHERN - SOLENT & S. DOWNS","ADUR EAST","RIVER: Natural/semi-natural flowing fresh watercourse","BOLNEY SEWER",160749,1,"TQ",25470,21956,"TQ2547021956",525470,121956,"GB107041012250",10,6.5,6.5,1,1.5,27,3,52,0,45,70,,,,2013-10-01,2013-05-20,2013-10-21,2,FALSE
"5324","SOUTHERN - SOLENT & S. DOWNS","ADUR","RIVER: Natural/semi-natural flowing fresh watercourse","ADUR TRIB",160750,1,"TQ",13891,20806,"TQ1389120806",513891,120806,"GB107041012190",15,5,5.3,1,,,,,,,45,,,,2014-01-01,2013-05-22,2014-10-06,4,FALSE
"5325","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","WHITEPARISH STREAM",160779,1,"SU",24804,20976,"SU2480420976",424804,120976,"GB107042016440",37,6.4,1.8,1,1.8,10,6,68,8,18,178.4,,,,2014-10-01,2013-05-16,2013-09-17,2,FALSE
"5326","ANGLIAN - CENTRAL","HEN BROOK","RIVER: Natural/semi-natural flowing fresh watercourse","HEN BROOK",160861,1,"TL",18951,59402,"TL1895159402",518951,259402,"GB105033043240",20,0.6,12,1,1.5,23,2,68,16,14,251.6,,,,2014-01-27,2013-04-23,2018-10-22,4,FALSE
"5327","SOUTHERN - SOLENT & S. DOWNS","TEST","RIVER: Natural/semi-natural flowing fresh watercourse","TEST",160868,1,"SU",33114,26378,"SU3311426378",433114,126378,"GB107042022670",21,1.3,39.5,7,21.2,117,7,52,21,20,231.4,,,,2014-10-01,2013-04-05,2014-10-20,4,FALSE
"5328","SOUTHERN - SOLENT & S. DOWNS","SUSSEX RIFES","RIVER: Natural/semi-natural flowing fresh watercourse","BREMERE RIFE",160902,1,"SZ",86777,97743,"SZ8677797743",486777,97743,"GB107041006610",1,0.7,6.2,1,5.2,40,0,0,2,98,229,,,,2013-10-01,2013-03-18,2013-11-18,2,FALSE
"5329","THAMES - NORTH EAST","THAMES SOURCE TO TEDDINGTON (NE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","PORTLANE BROOK",160912,1,"TQ",10512,72117,"TQ1051272117",510512,172117,"GB106039023451",14,1,0.5,1,2,26,0,0,20,80,177,,,,2013-01-01,2013-05-20,2019-11-29,6,FALSE
"5330","THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","STANFORD BROOK",160922,1,"SU",94749,54204,"SU9474954204",494749,154204,"GB106039017870",36,2.4,3.46,1,1.5,20,2,55,28,15,94,,,,2013-02-14,2013-05-16,2018-09-25,6,FALSE
"5331","SOUTHERN - SOLENT & S. DOWNS","COMBE HAVEN","RIVER: Natural/semi-natural flowing fresh watercourse","HOLLINGTON STREAM, HASTINGS",160983,1,"TQ",78669,9186,"TQ7866909186",578669,109186,"GB107041012480",5,1,4.8,1,1.8,10,10,55,25,10,146,,,,2013-11-01,2013-05-14,2015-10-12,4,FALSE
"5332","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","HOBSON'S BROOK",161025,1,"TL",45263,56967,"TL4526356967",545263,256967,"GB105033037620",10,0.1,9,1,1.8,7,2,89,8,1,233.2,,,,2014-01-27,2013-04-30,2019-11-04,14,FALSE
"5333","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","CAM",161026,1,"TL",45579,51743,"TL4557951743",545579,251743,"GB105033037600",15,0.1,63,1,6.8,23,8,82,9,1,264.5,,,,2014-01-27,2013-03-25,2015-10-16,4,FALSE
"5334","ANGLIAN - CENTRAL","TOVE","RIVER: Natural/semi-natural flowing fresh watercourse","SHUTLANGER BROOK",161029,1,"SP",72268,49430,"SP7226849430",472268,249430,"GB105033038270",90,7.6,9,1,1.6,14,0,58,0,42,234.2,,,,2014-01-27,2013-04-11,2018-11-27,4,FALSE
"5335","MIDLANDS - CENTRAL","ARROW & ALNE (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","ALNE",161051,1,"SP",15268,64919,"SP1526864919",415268,264919,"GB109054043830",68,8.8,11.9,2,4,10,31,62,4,3,206.5,,,,2013-03-01,2013-04-22,2013-09-04,2,FALSE
"5336","MIDLANDS - CENTRAL","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","WAGTAIL BROOK",161055,1,"SP",26691,44242,"SP2669144242",426691,244242,"GB109054039890",65,3.8,14.3,2,3,29,31,31,30,8,245,,,,2013-03-01,2013-04-17,2013-09-05,2,FALSE
"5337","MIDLANDS - CENTRAL","STOUR (WARWICKSHIRE) (LS)","RIVER: Natural/semi-natural flowing fresh watercourse","KNEE BROOK",161063,1,"SP",18490,37304,"SP1849037304",418490,237304,"GB109054039870",97,7.1,8.6,2,3,23,37,41,9,13,164,,,,2013-03-01,2013-05-03,2013-09-23,2,FALSE
"5338","MIDLANDS - CENTRAL","REA (UT)","RIVER: Natural/semi-natural flowing fresh watercourse","REA",161071,1,"SP",7391,85192,"SP0739185192",407391,285192,"GB104028042550",107,1.3,15.4,3,5,11,98,0,2,0,138.3,,,,2013-03-01,2013-05-09,2016-03-22,3,FALSE
"5339","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","ICKLETON BROOK",161079,1,"TL",49370,44219,"TL4937044219",549370,244219,"GB105033037570",40,4.5,15,1,2.5,10,0,55,25,20,275.8,,,,2014-01-27,2013-03-25,2015-11-17,3,FALSE
"5340","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","BIN BROOK",161094,1,"TL",43006,57619,"TL4300657619",543006,257619,"GB105033042680",10,0.1,6.9,3,1.5,18,0,73,8,19,262.8,,,,2014-01-27,2013-04-30,2019-11-04,6,FALSE
"5341","ANGLIAN - CENTRAL","PADBURY/CLAYDON BKS","RIVER: Natural/semi-natural flowing fresh watercourse","COSGROVE BROOK",161110,1,"SP",78147,41796,"SP7814741796",478147,241796,"GB105033037990",70,0.7,17,1,2.8,10,8,83,8,1,231.1,,,,2014-01-27,2013-04-03,2013-10-16,2,FALSE
"5342","ANGLIAN - CENTRAL","CAM (2)","RIVER: Natural/semi-natural flowing fresh watercourse","BOURN BROOK",161112,1,"TL",40615,54580,"TL4061554580",540615,254580,"GB105033042690",15,2.4,16.8,2,1.5,18,1,49,12,38,260,,,,2014-01-27,2013-05-28,2019-10-21,4,FALSE
